Id,Date,Open,High,Low,Close,Volume,Turnover,Indices
1190,21-07-2016,2412.95,2414.05,2382.85,2387.8,58032916,10330100000,NIFTY METAL
1191,22-07-2016,2388.5,2434.05,2362.8,2428.15,77410349,12894500000,NIFTY METAL
1192,25-07-2016,2428.15,2446.95,2408.45,2442,72139297,12613300000,NIFTY METAL
1193,26-07-2016,2444.4,2472.75,2430.4,2439.45,127748775,16554200000,NIFTY METAL
1194,27-07-2016,2450.75,2470.1,2417.05,2462.05,124905643,20458500000,NIFTY METAL
1195,28-07-2016,2460.75,2462.25,2429.1,2440.45,102713697,16579700000,NIFTY METAL
1196,29-07-2016,2445.8,2460.7,2419,2422.7,72027454,11814900000,NIFTY METAL
1197,01-08-2016,2431.1,2466.05,2416.95,2459,98483730,14886400000,NIFTY METAL
1198,02-08-2016,2463.6,2470,2406.1,2411.3,77637528,12593600000,NIFTY METAL
1199,03-08-2016,2425.2,2436.55,2403.05,2411.15,61285229,9788600000,NIFTY METAL
1200,04-08-2016,2430.7,2457.9,2412.3,2451.9,61763711,10888500000,NIFTY METAL
1201,05-08-2016,2477,2520.85,2477,2517.55,76271019,13279500000,NIFTY METAL
1202,08-08-2016,2533.85,2555.4,2528.25,2531.75,69541479,11680400000,NIFTY METAL
1203,09-08-2016,2539.4,2539.4,2498.45,2510,50908034,9250700000,NIFTY METAL
1204,10-08-2016,2515.95,2529.1,2476.45,2494.25,47923991,8571800000,NIFTY METAL
1205,11-08-2016,2494.85,2495.9,2442.75,2474.3,46455231,8212800000,NIFTY METAL
1206,12-08-2016,2481.1,2524.25,2481.1,2510.15,55120777,9328800000,NIFTY METAL
1207,16-08-2016,2514.95,2556.05,2503.85,2550.1,52347910,10187600000,NIFTY METAL
1208,17-08-2016,2549.9,2602.25,2549.9,2599.8,72853417,13186600000,NIFTY METAL
1209,18-08-2016,2608.4,2611.15,2587.8,2595.05,76070936,11320700000,NIFTY METAL
1210,19-08-2016,2611.55,2635.3,2591.3,2629.8,114050257,17651000000,NIFTY METAL
1211,22-08-2016,2622.4,2622.4,2593.7,2608.7,70975022,11106000000,NIFTY METAL
1212,23-08-2016,2604.3,2618.05,2567.1,2597.35,61543020,9259000000,NIFTY METAL
1213,24-08-2016,2601.35,2607.6,2587.95,2595.55,41281210,8195200000,NIFTY METAL
1214,25-08-2016,2597.85,2603.9,2548.45,2553.85,57530731,9689400000,NIFTY METAL
1215,26-08-2016,2563.8,2568.35,2540.8,2551.95,39916815,6891600000,NIFTY METAL
1216,29-08-2016,2548.95,2584.9,2539.65,2579.85,35609594,6140000000,NIFTY METAL
1217,30-08-2016,2594.25,2611.6,2588.55,2606.9,46872574,7128200000,NIFTY METAL
1218,31-08-2016,2605.15,2623.6,2558.15,2566.75,55511801,9876800000,NIFTY METAL
1219,01-09-2016,2568.1,2587.8,2559.5,2574.55,35394606,6564700000,NIFTY METAL
1220,02-09-2016,2578.5,2578.5,2545.75,2570.95,37324025,6368700000,NIFTY METAL
1221,06-09-2016,2579.55,2610.5,2576.55,2607.05,36206624,7659900000,NIFTY METAL
1222,07-09-2016,2620.05,2639.2,2610.75,2632.95,77093057,11589000000,NIFTY METAL
1223,08-09-2016,2645.1,2685.15,2643.2,2660.25,85865928,13084400000,NIFTY METAL
1224,09-09-2016,2661.5,2661.5,2601.85,2607.2,79863819,10489800000,NIFTY METAL
1225,12-09-2016,2551.65,2568.95,2477.35,2485.7,78149910,13361000000,NIFTY METAL
1226,14-09-2016,2480.15,2499.95,2454.4,2496.55,71574120,13805000000,NIFTY METAL
1227,15-09-2016,2506.75,2508.95,2469.85,2489.8,53029025,8659600000,NIFTY METAL
1228,16-09-2016,2504.55,2516.1,2442.3,2450.9,71721668,12591900000,NIFTY METAL
1229,19-09-2016,2456.35,2488.9,2447.85,2485.55,34829390,6882600000,NIFTY METAL
1230,20-09-2016,2491.05,2513.85,2473.85,2495.1,41971755,7531000000,NIFTY METAL
1231,21-09-2016,2495.85,2523.9,2491.4,2511.85,48575100,9174900000,NIFTY METAL
1232,22-09-2016,2549.7,2560.6,2523.95,2540.55,52523815,9427700000,NIFTY METAL
1233,23-09-2016,2541.05,2559.55,2533.65,2542,58695670,10097200000,NIFTY METAL
1234,26-09-2016,2539.2,2557.95,2529.5,2539.45,38485212,7336900000,NIFTY METAL
1235,27-09-2016,2552.75,2559.7,2519.35,2523.6,34522387,6741800000,NIFTY METAL
1236,28-09-2016,2524.05,2586.8,2523.15,2579.05,49716536,9221500000,NIFTY METAL
1237,29-09-2016,2594.3,2598.95,2476.8,2488.6,89783509,17974900000,NIFTY METAL
1238,30-09-2016,2467,2530.65,2466.85,2522.05,52924584,9310700000,NIFTY METAL
1239,03-10-2016,2542.1,2590,2540.2,2586.05,51583014,9653000000,NIFTY METAL
1240,04-10-2016,2601.55,2622.55,2578.85,2614.65,88707551,15725800000,NIFTY METAL
1241,05-10-2016,2638.8,2649.4,2625.75,2635.25,70382098,12794200000,NIFTY METAL
1242,06-10-2016,2647.85,2677.45,2619.7,2640.1,87194186,15922300000,NIFTY METAL
1243,07-10-2016,2650,2668.75,2620.7,2666.55,66033133,12835000000,NIFTY METAL
1244,10-10-2016,2689.35,2722.6,2686.15,2710.4,64430461,13386500000,NIFTY METAL
1245,13-10-2016,2692.05,2693.45,2617.2,2656.25,66034975,13869100000,NIFTY METAL
1246,14-10-2016,2660.15,2666.55,2634.6,2643.5,37698196,7609200000,NIFTY METAL
1247,17-10-2016,2643.1,2658.85,2605,2611.1,44500744,9740400000,NIFTY METAL
1248,18-10-2016,2626.35,2666.85,2625.8,2663.1,50331764,10825200000,NIFTY METAL
1249,19-10-2016,2671.35,2683.9,2655.9,2669.65,49119184,10003900000,NIFTY METAL
1250,20-10-2016,2686.3,2717.1,2682.3,2708.5,59900347,11938400000,NIFTY METAL
1251,21-10-2016,2705.75,2706.8,2667.35,2688.05,41026560,8356700000,NIFTY METAL
1252,24-10-2016,2689.75,2701.95,2683.85,2690.8,35000231,7250700000,NIFTY METAL
1253,25-10-2016,2677.05,2688,2655.15,2679.5,58143414,11207700000,NIFTY METAL
1254,26-10-2016,2668.65,2697.05,2628.05,2641.15,56278636,10562100000,NIFTY METAL
1255,27-10-2016,2625.6,2635.85,2606.8,2619.6,63008710,16336700000,NIFTY METAL
1256,28-10-2016,2630.15,2682.8,2628.05,2678.35,59801586,11826000000,NIFTY METAL
1257,30-10-2016,2689.75,2694.1,2673.65,2681.05,7817017,1319900000,NIFTY METAL
1258,01-11-2016,2692.15,2796.7,2683.65,2781,112647948,22446700000,NIFTY METAL
1259,02-11-2016,2738.25,2771.6,2726.65,2756.75,77697928,15851500000,NIFTY METAL
1260,03-11-2016,2745.9,2811.75,2733.35,2737.95,90761263,16799100000,NIFTY METAL
1261,04-11-2016,2745,2758.85,2644.7,2674.75,68827767,12709500000,NIFTY METAL
1262,07-11-2016,2714.65,2743.3,2704.4,2728.3,49221220,9641700000,NIFTY METAL
1263,08-11-2016,2744.95,2762.65,2723.5,2739.2,58987216,11472600000,NIFTY METAL
1264,09-11-2016,2538.7,2710.95,2508.55,2700.55,83949173,14322000000,NIFTY METAL
1265,10-11-2016,2763.15,2891.25,2761.65,2870.05,98387667,20074000000,NIFTY METAL
1266,11-11-2016,2838.1,2856.85,2802.15,2810.65,72266013,14870400000,NIFTY METAL
1267,15-11-2016,2786.55,2812.9,2659.25,2668.1,92354425,18259100000,NIFTY METAL
1268,16-11-2016,2715.3,2718.75,2621.3,2645.65,63629614,12063200000,NIFTY METAL
1269,17-11-2016,2648.25,2699.2,2640.25,2662.95,60695790,11968100000,NIFTY METAL
1270,18-11-2016,2663.8,2679.9,2610.25,2626,46468556,9312800000,NIFTY METAL
1271,21-11-2016,2633.2,2659.45,2532.1,2536.2,64461667,11894200000,NIFTY METAL
1272,22-11-2016,2562.4,2615.65,2560.4,2610.7,52236745,9540800000,NIFTY METAL
1273,23-11-2016,2640.05,2683.9,2627.65,2677.5,62095849,11890500000,NIFTY METAL
1274,24-11-2016,2667.85,2731.05,2654.2,2711.3,88808745,19550500000,NIFTY METAL
1275,25-11-2016,2732.7,2776.85,2729.35,2757.45,71727284,14129000000,NIFTY METAL
1276,28-11-2016,2762,2792.3,2746,2784.6,63025856,12156200000,NIFTY METAL
1277,29-11-2016,2805.3,2822.4,2771.85,2777,53514741,11759800000,NIFTY METAL
1278,30-11-2016,2775.35,2805.5,2748.8,2798.9,65514404,12996000000,NIFTY METAL
1279,01-12-2016,2813.95,2814.5,2741.55,2748.8,41639351,8236100000,NIFTY METAL
1280,02-12-2016,2732.1,2767.5,2711.25,2717.6,42490607,8761500000,NIFTY METAL
1281,05-12-2016,2723.25,2765.9,2713.85,2758.65,44105221,8840100000,NIFTY METAL
1282,06-12-2016,2773.8,2790.5,2761.4,2781.45,48531877,8772400000,NIFTY METAL
1283,07-12-2016,2792.05,2802.35,2761.25,2786.65,60731475,9717200000,NIFTY METAL
1284,08-12-2016,2819.55,2876.7,2815.75,2868.8,80844751,15142200000,NIFTY METAL
1285,09-12-2016,2877.65,2879.5,2854,2865.25,67403926,10847200000,NIFTY METAL
1286,12-12-2016,2859.35,2877.8,2852.95,2857.85,53355596,8817700000,NIFTY METAL
1287,13-12-2016,2858.2,2862.95,2813.55,2827.5,55477899,11081400000,NIFTY METAL
1288,14-12-2016,2815.25,2825.9,2781.2,2784.75,53696560,10404100000,NIFTY METAL
1289,15-12-2016,2753.95,2818.45,2749.2,2786.1,46528913,8987700000,NIFTY METAL
1290,16-12-2016,2801.6,2804.4,2739.15,2742.8,46072268,9459100000,NIFTY METAL
1291,19-12-2016,2733.65,2748.55,2712.5,2716.1,32842795,6569500000,NIFTY METAL
1292,20-12-2016,2721.1,2730.5,2679.2,2693.5,33053316,6991500000,NIFTY METAL
1293,21-12-2016,2705.9,2725,2688.7,2707.8,33911553,6822100000,NIFTY METAL
1294,22-12-2016,2702.55,2702.95,2622.5,2630.5,43752837,8147100000,NIFTY METAL
1295,23-12-2016,2628,2641.9,2598.65,2623.1,44035112,8523100000,NIFTY METAL
1296,26-12-2016,2606.15,2608.3,2536.95,2543.95,40670588,7963300000,NIFTY METAL
1297,27-12-2016,2540.7,2616.4,2523.4,2609.3,44425699,8458500000,NIFTY METAL
1298,28-12-2016,2618.65,2629.2,2597.85,2605.65,45606670,9394400000,NIFTY METAL
1299,29-12-2016,2603.6,2653.25,2600.85,2645.05,47766780,9302300000,NIFTY METAL
1300,30-12-2016,2650.4,2663.2,2640.95,2652.5,37814622,7410300000,NIFTY METAL
1301,02-01-2017,2660,2711.05,2641.2,2705.25,39803273,8110300000,NIFTY METAL
1302,03-01-2017,2717.9,2725.6,2700.65,2714.95,35687941,6858000000,NIFTY METAL
1303,04-01-2017,2729.45,2749.4,2707.05,2711.5,44183613,7820000000,NIFTY METAL
1304,05-01-2017,2732.8,2804.1,2730.85,2798.25,67391161,12626500000,NIFTY METAL
1305,06-01-2017,2809.8,2827.5,2786.65,2797.85,54486344,9722900000,NIFTY METAL
1306,09-01-2017,2810.9,2821.9,2790.6,2793.8,36438353,7314200000,NIFTY METAL
1307,10-01-2017,2799.9,2838.4,2797,2833.9,51439619,9902500000,NIFTY METAL
1308,11-01-2017,2855.2,2963.05,2853.9,2954.8,147356409,24602200000,NIFTY METAL
1309,12-01-2017,2963.95,2971.85,2916.95,2958.55,70545748,11881400000,NIFTY METAL
1310,13-01-2017,2977.85,2978.95,2929.45,2952.3,66340409,11774400000,NIFTY METAL
1311,16-01-2017,2961.9,2992.8,2938.85,2980.95,59626983,11309800000,NIFTY METAL
1312,17-01-2017,2994.2,2994.65,2930.85,2937.1,47135578,8609200000,NIFTY METAL
1313,18-01-2017,2943.15,3011.3,2942.05,3006.55,76746550,15299900000,NIFTY METAL
1314,19-01-2017,3005.6,3011.5,2976,3005.8,44095409,8532500000,NIFTY METAL
1315,20-01-2017,2996.45,3009.3,2922.05,2933.1,58342882,10894200000,NIFTY METAL
1316,23-01-2017,2935.35,3018.8,2933.25,3013.5,65811294,11247900000,NIFTY METAL
1317,24-01-2017,3023.55,3066.2,3019.3,3062.3,65101831,12239900000,NIFTY METAL
1318,25-01-2017,3077.7,3115.2,3072.45,3109.05,106541132,20389800000,NIFTY METAL
1319,27-01-2017,3113.2,3137.4,3087.15,3109.65,86575974,14634200000,NIFTY METAL
1320,30-01-2017,3100.9,3122.7,3071,3104.6,59120780,10519600000,NIFTY METAL
1321,31-01-2017,3102.9,3121.05,3063.45,3072.1,74890766,16351200000,NIFTY METAL
1322,01-02-2017,3084.5,3155.6,3045.85,3146.8,65308106,12657400000,NIFTY METAL
1323,02-02-2017,3139.7,3165.85,3099.45,3147.45,72000605,13878500000,NIFTY METAL
1324,03-02-2017,3144.5,3170.45,3105.75,3128.7,95538787,16419400000,NIFTY METAL
1325,06-02-2017,3140.65,3159.4,3112.5,3119.8,49682594,9647500000,NIFTY METAL
1326,07-02-2017,3127.7,3151.5,3058.4,3079.55,86999237,14976400000,NIFTY METAL
1327,08-02-2017,3102.8,3132.85,3079.15,3106.6,59306697,13656300000,NIFTY METAL
1328,09-02-2017,3115,3127.25,3051.35,3084.65,62398118,11992800000,NIFTY METAL
1329,10-02-2017,3108.2,3110.85,3063.6,3075.45,61808823,12434400000,NIFTY METAL
1330,13-02-2017,3089.65,3116.2,3067.5,3083.05,73102030,14162100000,NIFTY METAL
1331,14-02-2017,3093.7,3096.3,3030.3,3055.45,63809637,12537500000,NIFTY METAL
1332,15-02-2017,3057.15,3078.4,2994.85,3011.25,81120158,13856500000,NIFTY METAL
1333,16-02-2017,3015.95,3080.05,2981.95,3075.75,83283532,14725400000,NIFTY METAL
1334,17-02-2017,3087.6,3093.85,3045.7,3053.6,58120092,11336400000,NIFTY METAL
1335,20-02-2017,3056.3,3133.45,3034.05,3116.75,116146381,19403400000,NIFTY METAL
1336,21-02-2017,3128.35,3158.7,3122.3,3127,111985362,18579200000,NIFTY METAL
1337,22-02-2017,3137.35,3137.7,3096.8,3107.15,84695753,14349000000,NIFTY METAL
1338,23-02-2017,3110.25,3131.3,3093.3,3120.25,119010273,20781900000,NIFTY METAL
1339,27-02-2017,3121.65,3142.65,3105.3,3110.9,95285725,16272600000,NIFTY METAL
1340,28-02-2017,3114.45,3138.2,3109.7,3127.3,90865641,15745800000,NIFTY METAL
1341,01-03-2017,3142.45,3196.4,3131.6,3184.6,91093484,18323400000,NIFTY METAL
1342,02-03-2017,3200.2,3233.7,3155.15,3166.3,100564101,19699400000,NIFTY METAL
1343,03-03-2017,3160.35,3192.95,3152.8,3187.1,80383361,15628900000,NIFTY METAL
1344,06-03-2017,3200.7,3216.5,3165.15,3189.4,62151502,12506300000,NIFTY METAL
1345,07-03-2017,3196.2,3197.3,3125.4,3133.45,62618322,13451400000,NIFTY METAL
1346,08-03-2017,3141.8,3143.95,3060.95,3073.4,85264028,17048500000,NIFTY METAL
1347,09-03-2017,3068.4,3080.25,3046.2,3052.7,89501110,16316900000,NIFTY METAL
1348,10-03-2017,3064.65,3077.55,3022.65,3034.65,85345207,15636600000,NIFTY METAL
1349,14-03-2017,3064.1,3064.8,3022.2,3032.1,79392788,16898400000,NIFTY METAL
1350,15-03-2017,3046.35,3057.4,3026.75,3046.5,56297313,12057300000,NIFTY METAL
1351,16-03-2017,3077.7,3142.85,3069.1,3135.55,110224681,23118300000,NIFTY METAL
1352,17-03-2017,3158.4,3167.2,3112.85,3127.5,83245746,17728100000,NIFTY METAL
1353,20-03-2017,3135.9,3135.9,3095.8,3126.6,54806207,12196500000,NIFTY METAL
1354,21-03-2017,3131.9,3132.7,3095.15,3119.4,48587345,11259000000,NIFTY METAL
1355,22-03-2017,3085.7,3095.5,3061.25,3079.15,64326290,14463100000,NIFTY METAL
1356,23-03-2017,3096.25,3120.8,3093.8,3113.2,75049877,18923800000,NIFTY METAL
1357,24-03-2017,3125.7,3145.1,3117.95,3123,81085053,16549600000,NIFTY METAL
1358,27-03-2017,3109.65,3113.75,3035,3040.2,72422939,15353000000,NIFTY METAL
1359,28-03-2017,3049.9,3071.3,3048.7,3059.35,59308419,13138200000,NIFTY METAL
1360,29-03-2017,3058.2,3075.8,3045.4,3071.05,50828578,11212400000,NIFTY METAL
1361,30-03-2017,3077.55,3092.45,3051.9,3061.7,94787538,20943900000,NIFTY METAL
1362,31-03-2017,3071.2,3105.6,3067.6,3096.55,62140478,12725200000,NIFTY METAL
1363,03-04-2017,3103.7,3114,3093.45,3105.7,41746756,8605300000,NIFTY METAL
1364,05-04-2017,3123.95,3151.35,3120.3,3137.25,62857102,12770200000,NIFTY METAL
1365,06-04-2017,3130.55,3150.5,3093.9,3146.15,91559339,17481400000,NIFTY METAL
1366,07-04-2017,3138.3,3158.3,3100.75,3111.1,92112767,18325000000,NIFTY METAL
1367,10-04-2017,3120.85,3143.35,3110.35,3138.45,46984695,9657000000,NIFTY METAL
1368,11-04-2017,3114.4,3114.95,3080.15,3092.05,54422920,11533100000,NIFTY METAL
1369,12-04-2017,3102.6,3126.35,3067.1,3071.2,64593864,14414000000,NIFTY METAL
1370,13-04-2017,3059.7,3064.65,2980.1,2985.55,69091079,14274600000,NIFTY METAL
1371,17-04-2017,2979.4,2985.9,2946.95,2953.35,58940083,11158800000,NIFTY METAL
1372,18-04-2017,2964.05,3020,2895.75,2901.25,89980614,18762400000,NIFTY METAL
1373,19-04-2017,2892.65,2927.35,2864.9,2915.8,94568175,17757100000,NIFTY METAL
1374,20-04-2017,2931.35,2938.35,2903.05,2919.65,72477119,12381600000,NIFTY METAL
1375,21-04-2017,2944.15,2945.3,2894.1,2905.25,81915245,14402400000,NIFTY METAL
1376,24-04-2017,2917.35,2936.3,2893.25,2925.7,61584753,11742900000,NIFTY METAL
1377,25-04-2017,2944.5,2949.3,2919.1,2945.85,63979688,13121300000,NIFTY METAL
1378,26-04-2017,2957.35,2995.75,2933.55,2957.9,71598540,13343300000,NIFTY METAL
1379,27-04-2017,2958.75,2963.35,2926.2,2929.85,52012955,10985200000,NIFTY METAL
1380,28-04-2017,2931.6,3016.15,2921.9,2974.4,94399536,17447200000,NIFTY METAL
1381,02-05-2017,2994.15,3010.25,2947.75,2957.35,57866380,11105600000,NIFTY METAL
1382,03-05-2017,2971.45,2982.55,2932.45,2950.85,59074019,10415400000,NIFTY METAL
1383,04-05-2017,2970.35,2972.85,2907.15,2927.55,73761953,12737200000,NIFTY METAL
1384,05-05-2017,2920.65,2922.3,2836.75,2856.7,96950816,17891900000,NIFTY METAL
1385,08-05-2017,2871.25,2873.75,2829.1,2854.35,67016944,12499900000,NIFTY METAL
1386,09-05-2017,2857.7,2899.15,2850.9,2876.45,58025343,11351000000,NIFTY METAL
1387,10-05-2017,2888.35,2904.35,2878.4,2899.1,44486699,8569700000,NIFTY METAL
1388,11-05-2017,2929.05,2947.4,2911.55,2915.35,75220338,15407600000,NIFTY METAL
1389,12-05-2017,2925.55,2935.9,2889.1,2912.05,58991443,11775000000,NIFTY METAL
1390,15-05-2017,2925,2981.95,2923.2,2978.5,72182351,15609900000,NIFTY METAL
1391,16-05-2017,3003.45,3004.25,2958.95,2964.1,69875750,15599200000,NIFTY METAL
1392,17-05-2017,2982.6,3042.25,2977.95,3030.65,125976819,36998000000,NIFTY METAL
1393,18-05-2017,3004.3,3019.9,2939.8,2947.05,79711565,18622800000,NIFTY METAL
1394,19-05-2017,2969.5,2995.8,2902.6,2943.2,70396692,15452700000,NIFTY METAL
1395,22-05-2017,2962.25,2977.5,2920.75,2926.3,53818731,11440800000,NIFTY METAL
1396,23-05-2017,2933.9,2947.55,2853.7,2913.9,104226116,19209200000,NIFTY METAL
1397,24-05-2017,2920.2,2926.55,2841.15,2848.1,71807093,13702700000,NIFTY METAL
1398,25-05-2017,2861.95,2908.45,2843.6,2899.8,101716141,20652100000,NIFTY METAL
1399,26-05-2017,2903.85,3022.9,2899.6,2997.75,112968818,24403700000,NIFTY METAL
1400,29-05-2017,3009.85,3050.05,2979.9,2988.75,68300133,13442100000,NIFTY METAL
1401,30-05-2017,2969.6,3024.4,2959.6,2998.75,77183123,15269600000,NIFTY METAL
1402,31-05-2017,2998.45,3022,2946.2,2952.95,88510523,17303800000,NIFTY METAL
1403,01-06-2017,2957.95,2965.45,2914.45,2926.95,56623679,11267700000,NIFTY METAL
1404,02-06-2017,2942.15,2956.3,2907.6,2923.35,54927850,11457500000,NIFTY METAL
1405,05-06-2017,2927.85,2946.55,2894,2905.95,46764717,10109500000,NIFTY METAL
1406,06-06-2017,2910.4,2919.15,2887.7,2896.4,38787376,7936600000,NIFTY METAL
1407,07-06-2017,2917.4,2928.7,2907.4,2924.85,43975933,9238700000,NIFTY METAL
1408,08-06-2017,2947.1,2975.4,2944.4,2950.7,70322643,15598300000,NIFTY METAL
1409,09-06-2017,2955.65,3004.45,2939.45,2997.7,61397040,13688600000,NIFTY METAL
1410,12-06-2017,2991.25,3022.45,2973.7,2986.95,48968501,10939000000,NIFTY METAL
1411,13-06-2017,2986.6,2998.75,2959.35,2963.85,41941108,9809700000,NIFTY METAL
1412,14-06-2017,2965.25,2965.65,2924.1,2943.7,46870908,10037400000,NIFTY METAL
1413,15-06-2017,2931.05,2954.4,2921.45,2932.45,47312864,9718900000,NIFTY METAL
1414,16-06-2017,2935.15,2953.95,2925.6,2931.05,46090069,9166000000,NIFTY METAL
1415,19-06-2017,2954.3,2986,2938.95,2982.4,50639073,12219900000,NIFTY METAL
1416,20-06-2017,2996.8,2997.45,2974.65,2988.7,39264316,9218600000,NIFTY METAL
1417,21-06-2017,2978.3,2983.25,2947.4,2953.55,46875740,9935500000,NIFTY METAL
1418,22-06-2017,2963.2,2974.05,2903.15,2912.65,48963214,9737800000,NIFTY METAL
1419,23-06-2017,2913.05,2913.05,2856.55,2892.4,55453397,10897100000,NIFTY METAL
1420,27-06-2017,2903.15,2906.95,2861.85,2885,36276660,7837900000,NIFTY METAL
1421,28-06-2017,2890.3,2938.55,2878.1,2931.75,50920649,11382100000,NIFTY METAL
1422,29-06-2017,2954.15,2999.8,2951.75,2991.2,69461514,17173000000,NIFTY METAL
1423,30-06-2017,2987.9,3011.15,2964.7,2991.35,55754191,13373000000,NIFTY METAL
1424,03-07-2017,2999.45,3051.45,2995.6,3046.3,58554388,13067400000,NIFTY METAL
1425,04-07-2017,3058.6,3079.65,3037.25,3050.15,61897561,13249600000,NIFTY METAL
1426,05-07-2017,3052.65,3086.55,3046.2,3082.85,51774619,11232800000,NIFTY METAL
1427,06-07-2017,3083.15,3107,3078.15,3094.25,57761797,12493100000,NIFTY METAL
1428,07-07-2017,3081.45,3109.25,3078.3,3087.75,57858100,11039100000,NIFTY METAL
1429,10-07-2017,3104.15,3139.65,3046.8,3129.9,13542521,2766200000,NIFTY METAL
1430,11-07-2017,3140.75,3149.05,3110.85,3114.85,66123594,13805600000,NIFTY METAL
1431,12-07-2017,3130.15,3135.9,3108.5,3126.55,48206626,10331700000,NIFTY METAL
1432,13-07-2017,3144.75,3157.55,3107.7,3153.25,56921187,11109900000,NIFTY METAL
1433,14-07-2017,3161.45,3163.95,3127.2,3140.05,56100931,11777500000,NIFTY METAL
1434,17-07-2017,3155.2,3175.15,3144.3,3170.15,50621257,10612200000,NIFTY METAL
1435,18-07-2017,3165.4,3188.65,3152.3,3164.75,45960168,9814800000,NIFTY METAL
1436,19-07-2017,3169.9,3232.4,3168.5,3226.2,53485477,10896500000,NIFTY METAL
1437,20-07-2017,3217.85,3220.35,3187.6,3196.4,47141839,10630400000,NIFTY METAL
1438,21-07-2017,3200.95,3212.6,3147.5,3203.15,57370249,12128600000,NIFTY METAL
1439,24-07-2017,3204.25,3211.95,3178.8,3187.5,44225402,8463900000,NIFTY METAL
1440,25-07-2017,3194.5,3234.15,3187.95,3227.55,49167946,10330700000,NIFTY METAL
1441,26-07-2017,3251.85,3288.1,3248.2,3283.25,81062699,18234400000,NIFTY METAL
1442,27-07-2017,3291.8,3298.15,3243.5,3250.35,66784776,14412600000,NIFTY METAL
1443,28-07-2017,3230.55,3236.15,3184.8,3207.15,35828141,7740300000,NIFTY METAL
1444,31-07-2017,3217.75,3267.3,3216.85,3259.95,56610938,12217100000,NIFTY METAL
1445,01-08-2017,3274.75,3297.1,3273.2,3290.75,47979000,11818600000,NIFTY METAL
1446,02-08-2017,3291.8,3293.15,3253.9,3284.1,49456170,10651600000,NIFTY METAL
1447,03-08-2017,3281.65,3281.65,3212.25,3221.5,76673157,15231200000,NIFTY METAL
1448,04-08-2017,3213.4,3310.25,3210.55,3302,64797855,13418200000,NIFTY METAL
1449,07-08-2017,3319.25,3346.15,3312.9,3341.05,51911941,14230500000,NIFTY METAL
1450,08-08-2017,3371.2,3439.85,3369.9,3390.2,120912122,31679000000,NIFTY METAL
1451,09-08-2017,3397.85,3435.85,3371.9,3383.4,72841200,15782600000,NIFTY METAL
1452,10-08-2017,3374.05,3403.95,3288.4,3328.65,82249069,18419600000,NIFTY METAL
1453,11-08-2017,3286.1,3311.3,3193.65,3216.6,90949009,21409700000,NIFTY METAL
1454,14-08-2017,3257.35,3339.85,3251.2,3326.6,65254524,16075200000,NIFTY METAL
1455,16-08-2017,3343,3390.2,3311.8,3383.95,69222817,16503000000,NIFTY METAL
1456,17-08-2017,3405.65,3457.8,3400.15,3409.15,85480695,20620600000,NIFTY METAL
1457,18-08-2017,3377.45,3407.55,3363.1,3384.65,56231752,12919300000,NIFTY METAL
1458,21-08-2017,3419.65,3455.15,3327.65,3337.6,53091221,11964300000,NIFTY METAL
1459,22-08-2017,3373.8,3392,3327.35,3340.2,53076565,12125100000,NIFTY METAL
1460,23-08-2017,3366.25,3402.4,3329.45,3397.6,44688762,10769200000,NIFTY METAL
1461,24-08-2017,3411.65,3427.55,3389.45,3414.05,51854081,12605300000,NIFTY METAL
1462,28-08-2017,3425,3434.45,3408.9,3426.45,38910051,9504700000,NIFTY METAL
1463,29-08-2017,3426.9,3443.25,3378.05,3388.55,48145747,11716100000,NIFTY METAL
1464,30-08-2017,3421.7,3483.8,3419.6,3478.2,54120199,12804300000,NIFTY METAL
1465,31-08-2017,3480.1,3482.75,3442.95,3474.85,92936455,22948200000,NIFTY METAL
1466,01-09-2017,3491.9,3545.2,3487.8,3542.5,63166142,15083600000,NIFTY METAL
1467,04-09-2017,3550.2,3571.25,3486.35,3547.6,61756097,13612400000,NIFTY METAL
1468,05-09-2017,3562.55,3584.95,3540.35,3578.15,41083059,10460800000,NIFTY METAL
1469,06-09-2017,3542.7,3611.7,3539.8,3604.9,45831618,11095900000,NIFTY METAL
1470,07-09-2017,3629.75,3654.8,3602.5,3646.4,77863190,16376200000,NIFTY METAL
1471,08-09-2017,3661.4,3702.8,3632.65,3652.95,81106446,18773400000,NIFTY METAL
1472,11-09-2017,3658.25,3695.5,3638.65,3675,47657653,11161700000,NIFTY METAL
1473,12-09-2017,3696.65,3738.65,3693.8,3711.05,49898594,15618700000,NIFTY METAL
1474,13-09-2017,3708.3,3723.85,3659.1,3671.15,45783578,10211500000,NIFTY METAL
1475,14-09-2017,3673.6,3705.2,3627,3650.4,51481170,12739300000,NIFTY METAL
1476,15-09-2017,3632.65,3670.5,3606.25,3663.3,74929737,17869900000,NIFTY METAL
1477,18-09-2017,3672.6,3700.15,3666.5,3689.75,45314127,10753300000,NIFTY METAL
1478,19-09-2017,3690.15,3698.3,3653.35,3663.2,42448028,10403500000,NIFTY METAL
1479,20-09-2017,3670.65,3688.25,3642.05,3660.55,59623145,15789300000,NIFTY METAL
1480,21-09-2017,3669.6,3679.25,3579.7,3638.8,55141190,13976400000,NIFTY METAL
1481,22-09-2017,3618.9,3618.9,3479,3491.8,75458173,17054500000,NIFTY METAL
